ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count
95;0.125;0.13636363636363635;0.010971786833855801;12.988594652101302;0.10599978800063595;0.02451251618588306;0.015364793437872285;0.0011183755292787129;0.0031076620450425194;9;9
27;0.3068181818181818;0.3522727272727273;0.10410135841170325;12.4307742843239;0.10599978800063593;0.015405048104357569;0.020018188885745122;0.023072345311773327;0.02300578058547048;12;82
146;0.2159090909090909;0.26136363636363635;0.03970741901776385;12.754598389851393;0.10599978800063595;0.01599657334009577;0.02181146824058047;0.01358830618392143;0.014618720326210635;12;45
34;0.23863636363636365;0.2727272727272727;0.08685997910135843;12.761723389134307;0.10599978800063593;0.013478295681777464;0.020123198427377243;0.013381685404058026;0.01395641855919944;12;55
73;0.2727272727272727;0.3181818181818182;0.16901776384535006;12.779408891269743;0.1059997880006359;0.012951636005100948;0.017829921253714635;0.010673767232507616;0.013686995711734777;12;71
63;0.14772727272727273;0.36363636363636365;0.259012539184953;12.81836094990636;0.10599978800063599;0.00943033906390648;0.02481757996848152;0.008093505543883352;0.03999516406075352;12;49
67;0.18181818181818182;0.2840909090909091;0.0;13.071937435521544;0.10599978800063599;0.017530723781228344;0.006025310946385353;0.01016105599603894;0.005544851838362414;12;59
94;0.19318181818181818;0.42045454545454547;0.011755485893416929;12.940955335155829;0.10599978800063604;0.008631731975128695;0.006098020248319588;0.009114306719330036;0.004860779816779051;12;89
88;0.06818181818181818;0.011363636363636364;0.0;12.533734331200503;0.10599978800063595;0.0582098602924726;0.008803892221628218;0.004710099308334713;0.0038505094517746366;5;3
39;0.11363636363636365;0.11363636363636365;0.04205851619644724;11.63130748349966;0.10599978800063592;0.028922409485967655;0.017784961062805377;0.00765223696211063;0.02448112026119097;5;11
118;0.1590909090909091;0.17045454545454547;0.01423719958202717;11.046277677567478;0.10599978800063593;0.026345110919633867;0.024105291194725466;0.011151165885569669;0.016777295461638753;8;27
33;0.13636363636363635;0.19318181818181818;0.04689132706374086;12.619128246858224;0.10599978800063593;0.024474774611358975;0.009488165659671324;0.0023119385696882344;0.003289024438441325;9;16
158;0.1590909090909091;0.1590909090909091;0.013453500522466041;12.576954011835308;0.10599978800063595;0.025765220696353286;0.008048351106733196;0.004206951680735821;0.0030200702047327044;9;14
153;0.19318181818181818;0.5227272727272727;0.17045454545454547;12.858495545228388;0.10599978800063588;0.006834927157886873;0.008266098613710032;0.021023723238664062;0.009379455517816389;12;126
5;0.25;0.2727272727272727;0.012408568443051203;12.81513191739759;0.10599978800063589;0.022234334671588887;0.016834834541093004;0.01496395138933508;0.035389870109859146;12;57
90;0.125;0.2159090909090909;0.0035266457680250786;11.385014906858778;0.10599978800063599;0.014457730305151737;0.007226116654805907;0.008470837490834986;0.00936081436249064;8;28
82;0.4318181818181818;0.6704545454545455;0.05969174503657263;10.835279542363725;0.10599978800063578;0.011022410690334203;0.05737655714829912;0.010774436897359727;0.1258579430755649;12;241
84;0.1590909090909091;0.1590909090909091;0.0;12.72566485207734;0.10599978800063592;0.016664454352221546;0.007068450455348658;0.0306704437343624;0.0067800196574043445;8;24
151;0.17045454545454547;0.125;0.05721003134796239;12.742751436278084;0.10599978800063593;0.027960053140157506;0.01788548267465652;0.0011704737609898473;0.0075077713964722065;9;8
161;0.18181818181818182;0.26136363636363635;0.027429467084639503;12.688736818349874;0.1059997880006359;0.01601760817445852;0.00850154272490767;0.007704025416134891;0.003651051915612748;11;35
157;0.3068181818181818;0.2727272727272727;0.05303030303030304;13.2849201306991;0.10599978800063589;0.011141229009864122;0.01422250498217447;0.009132140241137924;0.020493480134735113;9;83
56;0.2159090909090909;0.19318181818181818;0.0031347962382445144;13.296045306724793;0.10599978800063592;0.01815849389414066;0.009822517396504282;0.020492401028268492;0.009248050317473824;9;36
24;0.09090909090909091;0.03409090909090909;0.0;12.014790006197902;0.10599978800063595;0.03198385016708899;0.004364977486024724;0.010374750082774182;0.006435415018320206;5;7
62;0.1590909090909091;0.11363636363636365;0.0;11.869663887492027;0.10599978800063595;0.028609713042288928;0.018410376566099257;0.009947950961515002;0.02894978278678256;8;27
171;0.045454545454545456;0.022727272727272728;0.0;12.359473975634279;0.10599978800063595;0.029083935793450894;0.0029465873847388554;0.013704001960790116;0.0011338369244792347;4;2
71;0.25;0.3068181818181818;0.03448275862068966;13.253833872846506;0.10599978800063595;0.017337027608949354;0.007598836010570489;0.01713998079541109;0.00963378326094762;12;56
140;0.26136363636363635;0.2840909090909091;0.10971786833855801;12.798965743104818;0.1059997880006359;0.012283290334100607;0.01168036328581872;0.015593575587558283;0.0109920921395611;10;66
148;0.17045454545454547;0.022727272727272728;0.01149425287356322;14.321960552565562;0.10599978800063597;0.02085946202259296;0.009386026148724812;0.02648026816407834;0.003203766986094913;7;8
53;0.1590909090909091;0.05681818181818182;0.0;12.993127398121427;0.10599978800063593;0.024486173055866114;0.005895620955834509;0.01442327487086133;0.006096693506396849;9;11
16;0.125;0.17045454545454547;0.043887147335423204;12.549079421105832;0.10599978800063596;0.017247214162953835;0.0035768806739451178;0.014332234172333402;0.004399655464097921;7;25
93;0.20454545454545456;0.06818181818181818;0.0;13.377654502393225;0.10599978800063593;0.03210659369048306;0.013196135906947728;0.026272578104686816;0.01622435354917822;8;26
177;0.10227272727272728;0.09090909090909091;0.010579937304075237;12.577959676415343;0.10599978800063596;0.053756107456875174;0.013500604958455531;0.00304153868041288;0.0014525908120896643;9;2
147;0.20454545454545456;0.14772727272727273;0.0;13.032852134182397;0.10599978800063593;0.027796688515233405;0.012178199585220328;0.019417882986256733;0.012529491028744583;12;18
46;0.20454545454545456;0.125;0.0;13.252008539304953;0.10599978800063593;0.024612494184188496;0.006673649337288936;0.023337535814332008;0.0065587753841798895;9;27
139;0.10227272727272728;0.10227272727272728;0.0;13.378814728584858;0.10599978800063592;0.020877928170344874;0.004246615052137932;0.01601381527612251;0.0024804181875774317;7;7
57;0.14772727272727273;0.10227272727272728;0.0;12.861636933237245;0.10599978800063596;0.025186888664125724;0.005516221077910401;0.005601623777224819;0.0035504464602790415;11;10
126;0.36363636363636365;0.34090909090909094;0.2741640543364682;13.261037371851042;0.10599978800063589;0.013569041961068035;0.031417797503588446;0.008053096732861986;0.04675167959456962;9;102
78;0.23863636363636365;0.3068181818181818;0.015673981191222573;12.755833508885681;0.1059997880006359;0.014584267596494256;0.02294641866852958;0.02068089076920687;0.026876784185848723;11;55
103;0.10227272727272728;0.07954545454545454;0.0;12.850755614426996;0.10599978800063595;0.06983618200737336;0.01170903309854967;0.00111128590125832;0.0016319646045362647;9;2
176;0.14772727272727273;0.125;0.0;12.574872986047948;0.10599978800063592;0.025662851219757216;0.01162481613628993;0.011415296626792472;0.010074097183973627;8;20
97;0.07954545454545454;0.03409090909090909;0.0;11.008833676442118;0.10599978800063592;0.037144790012119705;0.004100332054125486;0.00473204996543087;0.003415050029093229;5;4
81;0.05681818181818182;0.03409090909090909;0.0;12.59887558863075;0.10599978800063595;0.06944413257560633;0.003506764659298024;0.006524073933298941;0.0016611665535142906;5;3
127;0.10227272727272728;0.022727272727272728;0.0;13.524684402738425;0.10599978800063592;0.046900612227682735;0.009968917558359812;0.01039003789880004;0.010645563261578799;8;3
101;0.125;0.14772727272727273;0.011363636363636364;13.231896547347;0.10599978800063592;0.04178632504535062;0.008860366540632712;0.012134086119116368;0.01016997517482139;8;9
47;0.13636363636363635;0.03409090909090909;0.0;12.413215908409336;0.10599978800063593;0.048900304343232004;0.011291940240933374;0.016995007446268372;0.008223103606990094;8;11
70;0.125;0.13636363636363635;0.0;12.878633508693664;0.10599978800063592;0.026593382342604156;0.005709078489349693;0.01899909430642535;0.006656457707059662;10;9
4;0.2159090909090909;0.23863636363636365;0.034221525600835946;12.489236838994387;0.10599978800063592;0.014979322011904472;0.014024100286286244;0.014276054331300534;0.015114828898169732;10;40
6;0.2272727272727273;0.19318181818181818;0.038140020898641595;12.947947959752614;0.10599978800063599;0.01598572151198346;0.01087409716095092;0.022086835724638314;0.010345025284022752;8;32
7;0.10227272727272728;0.07954545454545454;0.01123301985370951;13.231296213353689;0.10599978800063595;0.029496578123798346;0.006464066740064255;0.006632855852463913;0.007439369357315243;6;8
59;0.11363636363636365;0.06818181818181818;0.0013061650992685476;13.005198795828402;0.10599978800063595;0.036058243947902774;0.005612776619117581;0.00950342623041788;0.0035212849780439114;6;6
83;0.11363636363636365;0.07954545454545454;0.009796238244514107;13.115931130351301;0.10599978800063593;0.021691480459363116;0.004790724219284446;0.026605674052468112;0.004783048907899934;6;11
154;0.06818181818181818;0.045454545454545456;0.0;12.812852252007003;0.10599978800063595;0.05306196217211659;0.003699579239047475;0.017748139002109652;0.0018575036099864961;8;1
19;0.07954545454545454;0.045454545454545456;0.0;13.661727488845465;0.10599978800063593;0.024047584046030114;0.005116141489998754;0.0024447229813306707;0.012980169071730328;5;8
92;0.09090909090909091;0.14772727272727273;0.031347962382445145;12.75686712933929;0.10599978800063593;0.02283080299374886;0.0046328998097234985;0.006247323182974708;0.0030511562414771544;8;9
116;0.14772727272727273;0.1590909090909091;0.012669801462904912;13.294407520378574;0.10599978800063595;0.017401434330241078;0.005532826719999057;0.008057774290412384;0.006924075549864495;7;25
122;0.10227272727272728;0.06818181818181818;0.00013061650992685477;12.914023590714148;0.10599978800063595;0.05630688434960599;0.013027347300606416;0.0012364281522039434;0.001385650766034592;9;2
49;0.13636363636363635;0.045454545454545456;0.0;13.236895789558433;0.10599978800063592;0.027101024457131973;0.008097276484206474;0.025312163506827027;0.013602093122936018;7;14
86;0.07954545454545454;0.022727272727272728;0.0;12.674874208235716;0.10599978800063595;0.03183045781746513;0.007511979420921125;0.0029433030579532104;0.001974614203301802;5;4
32;0.11363636363636365;0.05681818181818182;0.0018286311389759669;12.50691427998115;0.10599978800063596;0.021038068486267856;0.01142648086827673;0.0012638268500260814;0.006284799881091548;6;10
162;0.03409090909090909;0.03409090909090909;0.0;11.932870917627719;0.10599978800063597;0.03322372380958387;0.002920092025324212;0.008399761248824989;0.0009642820240599525;4;3
23;0.17045454545454547;0.09090909090909091;0.00026123301985370953;12.956386592915342;0.10599978800063596;0.03171819166442806;0.00795532735954504;0.0023742552955940384;0.0035297080036223345;9;12
41;0.09090909090909091;0.06818181818181818;0.009273772204806689;12.363571543107625;0.10599978800063593;0.036356075142357495;0.006426983161289525;0.007652015322141656;0.006025192674862744;6;6
48;0.011363636363636364;0.045454545454545456;0.0;4.69746111860229;0.10599978800063595;0.13850157660186876;0.0020650649418816006;0.0005721150930274265;2.415802219824599e-05;4;2
79;0.125;0.09090909090909091;0.1080198537095089;14.839595730716807;0.10599978800063595;0.019455606761993656;0.005041012866772505;0.0019032740756821185;0.0030518840655303623;5;10
44;0.03409090909090909;0.045454545454545456;0.0;12.350692333660104;0.10599978800063596;0.038114668364554224;0.0063143683256206866;0.0020866625893529774;0.0006339786168735038;4;3
13;0.05681818181818182;0.06818181818181818;0.0007836990595611286;8.411567315332633;0.10599978800063593;0.1133629310415745;0.012686299492862787;0.0004225197348327619;0.000903532528364512;5;5
30;0.05681818181818182;0.05681818181818182;0.010579937304075237;12.164245483402388;0.10599978800063595;0.07834563043877629;0.009047836064240125;0.00043603417522957626;0.0007659191483587962;5;4
91;0.06818181818181818;0.07954545454545454;0.023380355276907003;5.9373711229110375;0.10599978800063595;0.10992486990695134;0.009553518212620023;0.0005169816750424653;0.0010799678870806633;5;5
142;0.045454545454545456;0.03409090909090909;0.0;8.700864275585227;0.10599978800063596;0.14179844103369843;0.0047994716427262;0.001025892744786598;0.0002669871004025047;5;2
159;0.1590909090909091;0.10227272727272728;0.0;12.250841198332349;0.10599978800063592;0.025908885873669886;0.008153422442674177;0.022249857023894034;0.01331595127108391;9;13
55;0.045454545454545456;0.03409090909090909;0.0;6.16725046636966;0.10599978800063593;0.2388060391212509;0.006473756090685456;0.0004384877927526468;0.00041553607710600803;4;2
1;0.13636363636363635;0.06818181818181818;0.00013061650992685477;12.465696115957229;0.10599978800063595;0.03297068489290252;0.006441540936433286;0.02068146006629789;0.011545949948899875;9;7
89;0.17045454545454547;0.18181818181818182;0.0007836990595611286;13.137102743297884;0.10599978800063597;0.019670948175904052;0.009425582936662643;0.016321669996811377;0.01158591296603005;9;43
136;0.06818181818181818;0.13636363636363635;0.0;12.270395365918006;0.10599978800063595;0.03905273801775022;0.006228434934135839;0.013177170039429732;0.004019184906741015;8;8
85;0.10227272727272728;0.05681818181818182;0.0;13.22448598430168;0.10599978800063593;0.018963264577672733;0.00341972140668732;0.005387965131091173;0.0064694457780260966;7;9
133;0.17045454545454547;0.18181818181818182;0.05172413793103449;13.471722292628492;0.10599978800063593;0.014946239195893425;0.004572230894087106;0.027063981218310308;0.002691032046076975;10;17
172;0.11363636363636365;0.09090909090909091;0.0;12.720001174299117;0.10599978800063595;0.02558056642615969;0.00421866449616951;0.010550417852699038;0.0037831316773441737;6;7
